"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","comp01_name","comp01_club","comp01_dq","comp01_won","comp02_n","ID_2","comp02_name","comp02_club","comp02_dq","comp02_won"
"Master 1","Male","BLACK","Light Feather","FIGHT 10","Thu","09/01","11:03 AM",1,"13",129,"Jeanmarc De Groot","Bibiano Fernandes BJJ",0,1,"7",129,"Santiago Pereyra Furlong","Lotus Club USA",0,0
"Master 1","Male","BLACK","Light Feather","FIGHT 10","Thu","09/01","10:44 AM",1,"1",130,"João Ricardo Bordignon Miyao","Cicero Costha Internacional",0,1,"14",130,"Guilherme Angelus M de Carvalho","Elvys / Osvaldo Alves - AM",0,0
"Master 1","Male","BLACK","Light Feather","FIGHT 2","Thu","09/01","09:51 AM",2,"3",131,"Kaio Cesar Abrantes Fonseca","Gracie Barra",0,0,"13",131,"Jeanmarc De Groot","Bibiano Fernandes BJJ",0,1
"Master 1","Male","BLACK","Light Feather","FIGHT 2","Thu","09/01","09:44 AM",1,"8",132,"Jose Gregorio Orozco Bonilla","Dojo Leo Iturralde",0,1,"12",132,"Gary S Alvarez Jr","Team Link",0,0
"Master 1","Male","BLACK","Light Feather","FIGHT 8","Thu","09/01","10:35 AM",2,"9",133,"Cody Todd Vaught","Kronos BJJ HQ",0,0,"13",133,"Jeanmarc De Groot","Bibiano Fernandes BJJ",0,1
"Master 1","Male","BLACK","Light Feather","FIGHT 7","Thu","09/01","10:19 AM",1,"1",134,"João Ricardo Bordignon Miyao","Cicero Costha Internacional",0,1,"8",134,"Jose Gregorio Orozco Bonilla","Dojo Leo Iturralde",0,0
"Master 1","Male","BLACK","Light Feather","FIGHT 7","Thu","09/01","10:22 AM",2,"5",135,"Ighor Luis Alvim Horta","Brazilian Top Team",1,0,"9",135,"Cody Todd Vaught","Kronos BJJ HQ",0,1
"Master 1","Male","BLACK","Light Feather","BYE","BYE","BYE","BYE",1,"1",136,"João Ricardo Bordignon Miyao","Cicero Costha Internacional",0,1,"BYE",136,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 6","Sat","09/03","10:27 AM",2,"30",137,"Jeffery Malavong","Atos Jiu-Jitsu",0,0,"38",137,"Carlos Alberto Lorenzo Jr ","Tactics",0,1
"Master 1","Male","BLUE","Feather","FIGHT 8","Sat","09/03","10:12 AM",2,"26",138,"Kevin Ernesto Rodriguez","Caveirinha Jiu-Jitsu Family USA",0,0,"34",138,"David L Cowles","Haven Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 10","Sat","09/03","10:46 AM",1,"4",139,"Ryan Cass Waldron","Cascao Jiu-Jitsu",0,1,"38",139,"Carlos Alberto Lorenzo Jr ","Tactics",0,0
"Master 1","Male","BLUE","Feather","FIGHT 17","Sat","09/03","11:24 AM",2,"6",140,"Eunsol Kim","Brasa CTA",0,0,"14",140,"Alexander Vu Dao","Unity Jiu-jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 11","Sat","09/03","10:52 AM",1,"6",141,"Eunsol Kim","Brasa CTA",0,1,"34",141,"David L Cowles","Haven Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"4",142,"Ryan Cass Waldron","Cascao Jiu-Jitsu",0,1,"BYE",142,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"6",143,"Eunsol Kim","Brasa CTA",0,1,"BYE",143,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 13","Sat","09/03","11:03 AM",1,"14",144,"Alexander Vu Dao","Unity Jiu-jitsu",0,1,"4",144,"Ryan Cass Waldron","Cascao Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","FIGHT 14","Sat","09/03","11:10 AM",2,"18",145,"Sir Darwin Bosing Dante","Brazilian Top Team",0,0,"6",145,"Eunsol Kim","Brasa CTA",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"14",146,"Alexander Vu Dao","Unity Jiu-jitsu",0,1,"BYE",146,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"10",147,"Rubin Pushpangathan","Nova União",0,1,"BYE",147,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 7","Sat","09/03","10:32 AM",2,"23",148,"Patrickjames Rivera Ignacio","Shap Bros BJJ / Syndicate MMA",0,0,"14",148,"Alexander Vu Dao","Unity Jiu-jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 16","Sat","09/03","10:57 AM",1,"18",149,"Sir Darwin Bosing Dante","Brazilian Top Team",0,1,"10",149,"Rubin Pushpangathan","Nova União",1,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"23",150,"Patrickjames Rivera Ignacio","Shap Bros BJJ / Syndicate MMA",0,1,"BYE",150,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"18",151,"Sir Darwin Bosing Dante","Brazilian Top Team",0,1,"BYE",151,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 10","Sat","09/03","10:27 AM",1,"32",152,"Jarett Colin Conner","Barum Jiu-Jitsu",0,1,"35",152,"Daniel David Mendoza","Lansang Brazilian Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"11",153,"Max Warren Pender","R1NG BJJ",0,1,"BYE",153,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 14","Sat","09/03","11:02 AM",2,"1",154,"Kevin Michael Lowery","Alliance International ",0,0,"32",154,"Jarett Colin Conner","Barum Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 21","Sat","09/03","11:48 AM",2,"28",155,"Jesse Kupono Alesna","Relson Gracie",0,0,"32",155,"Jarett Colin Conner","Barum Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 18","Sat","09/03","11:17 AM",1,"28",156,"Jesse Kupono Alesna","Relson Gracie",0,1,"11",156,"Max Warren Pender","R1NG BJJ",1,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"1",157,"Kevin Michael Lowery","Alliance International ",0,1,"BYE",157,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"28",158,"Jesse Kupono Alesna","Relson Gracie",0,1,"BYE",158,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 17","Sat","09/03","11:28 AM",2,"24",159,"Odao Lovanh","Gracie Barra",0,0,"32",159,"Jarett Colin Conner","Barum Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 16","Sat","09/03","11:24 AM",2,"20",160,"Sergio Lopez","Six Blades Jiu-Jitsu",0,0,"28",160,"Jesse Kupono Alesna","Relson Gracie",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"16",161,"Luis Rodrigo De L Mendoza","Alliance Jiu-Jitsu",0,1,"BYE",161,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"12",162,"Kristopher Michel Rhodes","Alliance ",0,1,"BYE",162,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 11","Sat","09/03","10:34 AM",1,"24",163,"Odao Lovanh","Gracie Barra",0,1,"16",163,"Luis Rodrigo De L Mendoza","Alliance Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","FIGHT 12","Sat","09/03","10:44 AM",1,"20",164,"Sergio Lopez","Six Blades Jiu-Jitsu",0,1,"12",164,"Kristopher Michel Rhodes","Alliance ",0,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"24",165,"Odao Lovanh","Gracie Barra",0,1,"BYE",165,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"20",166,"Sergio Lopez","Six Blades Jiu-Jitsu",0,1,"BYE",166,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 9","Sat","09/03","10:32 AM",2,"29",167,"Jerremy Newman Sage","Coachella Valley BJJ",0,0,"37",167,"Christian Alvarado","Sergio Penha Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 12","Sat","09/03","10:59 AM",1,"25",168,"Nathaniel Wallace Regions","Gracie Humaita",0,1,"33",168,"Harry Albert Saporta","CheckMat",1,0
"Master 1","Male","BLUE","Feather","FIGHT 11","Sat","09/03","10:46 AM",1,"3",169,"Shivam Chandra Vadan","Excellence School of Jiu-Jitsu USA",0,1,"37",169,"Christian Alvarado","Sergio Penha Brazilian Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Feather","FIGHT 20","Sat","09/03","11:54 AM",2,"9",170,"Damon Michael Vincent Cabel","Alliance International ",0,0,"13",170,"Nuri Cimen","Cicero Costha Internacional",0,1
"Master 1","Male","BLUE","Feather","FIGHT 18","Sat","09/03","11:24 AM",2,"5",171,"Alfonso Gerardo Morin Jr","Baret Submissions USA",1,0,"25",171,"Nathaniel Wallace Regions","Gracie Humaita",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"3",172,"Shivam Chandra Vadan","Excellence School of Jiu-Jitsu USA",0,1,"BYE",172,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"5",173,"Alfonso Gerardo Morin Jr","Baret Submissions USA",0,1,"BYE",173,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 14","Sat","09/03","11:08 AM",1,"13",174,"Nuri Cimen","Cicero Costha Internacional",0,1,"3",174,"Shivam Chandra Vadan","Excellence School of Jiu-Jitsu USA",0,0
"Master 1","Male","BLUE","Feather","FIGHT 15","Sat","09/03","11:27 AM",1,"9",175,"Damon Michael Vincent Cabel","Alliance International ",0,1,"25",175,"Nathaniel Wallace Regions","Gracie Humaita",0,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"13",176,"Nuri Cimen","Cicero Costha Internacional",0,1,"BYE",176,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"9",177,"Damon Michael Vincent Cabel","Alliance International ",0,1,"BYE",177,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 6","Sat","09/03","10:04 AM",2,"21",178,"Sean Yang Jay","Carpe Diem BJJ Singapore",0,0,"13",178,"Nuri Cimen","Cicero Costha Internacional",0,1
"Master 1","Male","BLUE","Feather","FIGHT 12","Sat","09/03","10:53 AM",2,"17",179,"Juan J Disla De La Cruz","Alliance ",0,0,"9",179,"Damon Michael Vincent Cabel","Alliance International ",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"21",180,"Sean Yang Jay","Carpe Diem BJJ Singapore",0,1,"BYE",180,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"17",181,"Juan J Disla De La Cruz","Alliance ",0,1,"BYE",181,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 6","Sat","09/03","10:22 AM",2,"31",182,"Jayson Charles R Justo","Mano Jiu-Jitsu",0,0,"36",182,"Christopher Ray Calunan Lorezco","One Jiu-Jitsu USA",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"7",183,"Matthew David Fender","Easton BJJ",0,1,"BYE",183,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 13","Sat","09/03","11:10 AM",1,"2",184,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1,"36",184,"Christopher Ray Calunan Lorezco","One Jiu-Jitsu USA",0,0
"Master 1","Male","BLUE","Feather","FIGHT 23","Sat","09/03","12:23 PM",2,"8",185,"Joshua Alan Beam","Brasa CTA",0,0,"2",185,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 9","Sat","09/03","10:34 AM",2,"27",186,"Josef F E Jacinto","Lansang Brazilian Jiu-Jitsu",0,0,"7",186,"Matthew David Fender","Easton BJJ",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"2",187,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1,"BYE",187,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"27",188,"Josef F E Jacinto","Lansang Brazilian Jiu-Jitsu",0,1,"BYE",188,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 15","Sat","09/03","11:29 AM",2,"15",189,"Oscar A Martinez Flores","Ralph Gracie",0,0,"2",189,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 20","Sat","09/03","11:59 AM",1,"8",190,"Joshua Alan Beam","Brasa CTA",0,1,"7",190,"Matthew David Fender","Easton BJJ",0,0
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"15",191,"Oscar A Martinez Flores","Ralph Gracie",0,1,"BYE",191,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"8",192,"Joshua Alan Beam","Brasa CTA",0,1,"BYE",192,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 14","Sat","09/03","11:03 AM",2,"22",193,"Sean Christopher Harvey Jr","Alliance Jiu-Jitsu",1,0,"15",193,"Oscar A Martinez Flores","Ralph Gracie",0,1
"Master 1","Male","BLUE","Feather","FIGHT 16","Sat","09/03","11:36 AM",2,"19",194,"Shawn Michael Borla Arcilla","Maui Jiu-Jitsu",0,0,"8",194,"Joshua Alan Beam","Brasa CTA",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"22",195,"Sean Christopher Harvey Jr","Alliance Jiu-Jitsu",0,1,"BYE",195,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","BYE","BYE","BYE","BYE",1,"19",196,"Shawn Michael Borla Arcilla","Maui Jiu-Jitsu",0,1,"BYE",196,"BYE","BYE",0,1
"Master 1","Male","BLUE","Feather","FIGHT 29","Sat","09/03","12:56 PM",1,"2",197,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1,"14",197,"Alexander Vu Dao","Unity Jiu-jitsu",0,0
"Master 1","Male","BLUE","Feather","FIGHT 25","Sat","09/03","12:15 PM",2,"32",198,"Jarett Colin Conner","Barum Jiu-Jitsu",0,0,"14",198,"Alexander Vu Dao","Unity Jiu-jitsu",0,1
"Master 1","Male","BLUE","Feather","FIGHT 25","Sat","09/03","12:39 PM",1,"2",199,"Rodrigo Rodrigues Rondelli","Fabin Rosa Brazilian Jiu-Jitsu",0,1,"13",199,"Nuri Cimen","Cicero Costha Internacional",1,0
"Master 1","Male","PURPLE","Feather","FIGHT 1","Fri","09/02","09:30 AM",1,"31",200,"Joseph Mark Horton","Ares BJJ",0,1,"47",200,"Alejandro Castillo Reyes","Daniri Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 2","Fri","09/02","09:44 AM",2,"27",201,"Luke Aaron Molino","British Army BJJ",0,0,"46",201,"Andrew be","Brasa CTA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 4","Fri","09/02","10:00 AM",1,"2",202,"Christopher Stanley Zelaya","Art of Jiu Jitsu",0,1,"31",202,"Joseph Mark Horton","Ares BJJ",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 13","Fri","09/02","11:08 AM",1,"19",203,"Tomás Andrés Baeza Macias","Cohab Chile",0,1,"2",203,"Christopher Stanley Zelaya","Art of Jiu Jitsu",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 10","Fri","09/02","10:38 AM",2,"7",204,"Kondwani M Khonje","G13 BJJ USA",1,0,"46",204,"Andrew be","Brasa CTA",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"2",205,"Christopher Stanley Zelaya","Art of Jiu Jitsu",0,1,"BYE",205,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"7",206,"Kondwani M Khonje","G13 BJJ USA",0,1,"BYE",206,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 8","Fri","09/02","10:36 AM",2,"23",207,"Rubi Nguyen Ngo","CheckMat",0,0,"2",207,"Christopher Stanley Zelaya","Art of Jiu Jitsu",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 11","Fri","09/02","10:51 AM",1,"19",208,"Tomás Andrés Baeza Macias","Cohab Chile",0,1,"46",208,"Andrew be","Brasa CTA",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 3","Fri","09/02","09:51 AM",1,"23",209,"Rubi Nguyen Ngo","CheckMat",0,1,"39",209,"Eduardo De la Torre ","Gracie Humaita",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 8","Fri","09/02","10:03 AM",1,"19",210,"Tomás Andrés Baeza Macias","Cohab Chile",0,1,"35",210,"Jaison Nicholas Poole","Six Blades Jiu-Jitsu",1,0
"Master 1","Male","PURPLE","Feather","FIGHT 5","Fri","09/02","10:09 AM",2,"15",211,"Landon Reese Yoshimura","Nova União",0,0,"23",211,"Rubi Nguyen Ngo","CheckMat",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 6","Fri","09/02","10:20 AM",2,"11",212,"Kenney Huang","Pablo Silva BJJ",0,0,"19",212,"Tomás Andrés Baeza Macias","Cohab Chile",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"15",213,"Landon Reese Yoshimura","Nova União",0,1,"BYE",213,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"11",214,"Kenney Huang","Pablo Silva BJJ",0,1,"BYE",214,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 2","Fri","09/02","09:43 AM",2,"30",215,"Kyle Robert Shea","Subconscious BJJ",0,0,"45",215,"Brett Kai Wegner","Carlson Gracie Team",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 3","Fri","09/02","09:51 AM",2,"25",216,"Paul Elizondo Jr","R1NG BJJ",0,0,"40",216,"Eder Aldair Gomez","Gracie Barra",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 5","Fri","09/02","10:06 AM",1,"3",217,"Kenny C Nguyen","One Jiu-Jitsu USA",0,1,"45",217,"Brett Kai Wegner","Carlson Gracie Team",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 14","Fri","09/02","10:57 AM",2,"9",218,"Orlando Valenzuela","Brazilian Top Team",0,0,"37",218,"Guillaume Prada","Barbosa Jiu-Jitsu Paris",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 7","Fri","09/02","10:17 AM",1,"5",219,"Anthony Maurice Patrick","Yamasaki Academy",0,1,"40",219,"Eder Aldair Gomez","Gracie Barra",0,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"3",220,"Kenny C Nguyen","One Jiu-Jitsu USA",0,1,"BYE",220,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"5",221,"Anthony Maurice Patrick","Yamasaki Academy",0,1,"BYE",221,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 9","Fri","09/02","10:25 AM",1,"37",222,"Guillaume Prada","Barbosa Jiu-Jitsu Paris",0,1,"3",222,"Kenny C Nguyen","One Jiu-Jitsu USA",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 10","Fri","09/02","10:33 AM",1,"9",223,"Orlando Valenzuela","Brazilian Top Team",0,1,"5",223,"Anthony Maurice Patrick","Yamasaki Academy",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 1","Fri","09/02","09:35 AM",2,"21",224,"Sean Goodspeed Paul","GF Team",0,0,"37",224,"Guillaume Prada","Barbosa Jiu-Jitsu Paris",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 2","Fri","09/02","09:37 AM",2,"17",225,"Christopher Raywat Durso","Baret Submissions USA",0,0,"34",225,"John Michael Labrada","Kiko France BJJ",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 4","Fri","09/02","09:59 AM",2,"13",226,"Karimibn Abdullah Sabree","Atos Jiu-Jitsu",0,0,"37",226,"Guillaume Prada","Barbosa Jiu-Jitsu Paris",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 6","Fri","09/02","10:15 AM",1,"9",227,"Orlando Valenzuela","Brazilian Top Team",0,1,"34",227,"John Michael Labrada","Kiko France BJJ",0,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"13",228,"Karimibn Abdullah Sabree","Atos Jiu-Jitsu",0,1,"BYE",228,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"9",229,"Orlando Valenzuela","Brazilian Top Team",0,1,"BYE",229,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 1","Fri","09/02","09:30 AM",1,"29",230,"Leonardo Garcia Dias","Art of Jiu Jitsu",0,1,"43",230,"Christopher Alan Roy","CheckMat",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 5","Fri","09/02","09:55 AM",2,"26",231,"Micah Edwin Johnson","Cascao Jiu-Jitsu",0,0,"42",231,"Derriel Madriaga Bantolina","Brasa CTA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 4","Fri","09/02","09:49 AM",1,"4",232,"Kevin Gregory Sales","Renzo Gracie Academy",0,1,"29",232,"Leonardo Garcia Dias","Art of Jiu Jitsu",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 14","Fri","09/02","10:58 AM",1,"10",233,"Aren Simon Besson","G13 BJJ USA",0,1,"4",233,"Kevin Gregory Sales","Renzo Gracie Academy",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 7","Fri","09/02","10:07 AM",1,"6",234,"Enea Lapa","Xcell Jiu-Jitsu Academy",0,1,"42",234,"Derriel Madriaga Bantolina","Brasa CTA",0,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"4",235,"Kevin Gregory Sales","Renzo Gracie Academy",0,1,"BYE",235,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"6",236,"Enea Lapa","Xcell Jiu-Jitsu Academy",0,1,"BYE",236,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 11","Fri","09/02","10:35 AM",2,"22",237,"Ryan Vincent Willard","Badger Style BJJ",0,0,"4",237,"Kevin Gregory Sales","Renzo Gracie Academy",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 8","Fri","09/02","10:20 AM",1,"10",238,"Aren Simon Besson","G13 BJJ USA",0,1,"6",238,"Enea Lapa","Xcell Jiu-Jitsu Academy",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 3","Fri","09/02","09:45 AM",1,"22",239,"Ryan Vincent Willard","Badger Style BJJ",0,1,"38",239,"Eric Man Kwan","Undisputed Tucson",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 2","Fri","09/02","09:36 AM",2,"18",240,"Brian Andres Ocon","Six Blades Jiu-Jitsu",0,0,"33",240,"Jose Alberto Marquez","Ares BJJ",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 10","Fri","09/02","10:31 AM",2,"14",241,"Daniel Timothy Cockerill II","Charlotte Jiu-Jitsu Academy",1,0,"22",241,"Ryan Vincent Willard","Badger Style BJJ",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 6","Fri","09/02","10:03 AM",1,"10",242,"Aren Simon Besson","G13 BJJ USA",0,1,"33",242,"Jose Alberto Marquez","Ares BJJ",0,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"14",243,"Daniel Timothy Cockerill II","Charlotte Jiu-Jitsu Academy",0,1,"BYE",243,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"10",244,"Aren Simon Besson","G13 BJJ USA",0,1,"BYE",244,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 1","Fri","09/02","09:30 AM",1,"28",245,"Logan Anderson","Nova União",0,1,"44",245,"Cecilio Ernesto Zarate","GF Team",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 4","Fri","09/02","09:50 AM",1,"32",246,"Jose Serral","Association Aranha",0,1,"41",246,"Devin Tyler DeMello","Alliance ",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 6","Fri","09/02","10:06 AM",1,"8",247,"Rico David Lopez","Carlson Gracie Team",0,1,"28",247,"Logan Anderson","Nova União",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 14","Fri","09/02","11:01 AM",2,"32",248,"Jose Serral","Association Aranha",0,0,"36",248,"Icaro Guimarães","Atos JJ USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 7","Fri","09/02","10:15 AM",2,"1",249,"Ricardo Viayra","Gracie Barra",0,0,"32",249,"Jose Serral","Association Aranha",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"8",250,"Rico David Lopez","Carlson Gracie Team",0,1,"BYE",250,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"1",251,"Ricardo Viayra","Gracie Barra",0,1,"BYE",251,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 10","Fri","09/02","10:43 AM",1,"36",252,"Icaro Guimarães","Atos JJ USA",0,1,"8",252,"Rico David Lopez","Carlson Gracie Team",0,0
"Master 1","Male","PURPLE","Feather","FIGHT 8","Fri","09/02","10:20 AM",2,"24",253,"Pedro Braga Palmier","R1NG BJJ",0,0,"32",253,"Jose Serral","Association Aranha",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 3","Fri","09/02","09:43 AM",2,"20",254,"Sean Michael Willick","GF Team International",1,0,"36",254,"Icaro Guimarães","Atos JJ USA",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"16",255,"Everett Welch","BJJ Revolution Team",0,1,"BYE",255,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 9","Fri","09/02","10:33 AM",2,"12",256,"Pedro Henrique Vilhena Duarte","Atos Jiu-Jitsu",1,0,"36",256,"Icaro Guimarães","Atos JJ USA",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 5","Fri","09/02","09:57 AM",1,"24",257,"Pedro Braga Palmier","R1NG BJJ",0,1,"16",257,"Everett Welch","BJJ Revolution Team",0,0
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"12",258,"Pedro Henrique Vilhena Duarte","Atos Jiu-Jitsu",0,1,"BYE",258,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","BYE","BYE","BYE","BYE",1,"24",259,"Pedro Braga Palmier","R1NG BJJ",0,1,"BYE",259,"BYE","BYE",0,1
"Master 1","Male","PURPLE","Feather","FIGHT 20","Fri","09/02","11:56 AM",1,"36",260,"Icaro Guimarães","Atos JJ USA",0,1,"37",260,"Guillaume Prada","Barbosa Jiu-Jitsu Paris",0,0
